ma_san_pham,so_sao,ma_khach_hang
422205810,5,138
422212333,5,1068
200400003,5,638
422220081,5,3207
422216594,5,685
422201504,5,1109
422205163,5,2353
422206043,5,3648
100230064,5,711
422205162,5,2310
308500018,5,683
100230057,5,778
422203145,1,2061
422211446,5,350
308500004,2,2692
100160022,4,1641
422205162,5,2430
422215804,5,1203
308500004,5,2367
200400003,5,814
225300002,4,419
422205160,5,1035
422203145,4,2074
422201119,5,3967
100230064,5,694
422206648,5,252
100230064,5,770
422216487,5,3703
204100054,5,2121
422207414,5,2208
422211241,4,1136
422207414,5,2214
308500013,5,1026
100220009,5,341
422204388,4,2479
422201374,5,4084
422222786,5,2282
422220469,5,1383
422203145,5,2062
422211447,5,140
205100136,5,143
422200236,5,685
100230064,5,101
422216594,5,703
100230069,5,2585
422206042,4,2171
422206537,5,2549
422205162,5,696
318900012,5,70
205100136,5,138
422205163,5,2404
422210784,5,1484
249500019,5,2028
223600048,5,3590
422200002,5,2792
100220009,5,3649
249500013,5,1227
100230057,4,797
318900011,5,70
343100029,5,3463
204100019,5,2378
422202580,2,2622
243300007,5,2694
422205164,5,2382
422205164,5,2425
422208807,4,180
249500027,5,2070
422205164,5,2400
207300009,5,3652
100190059,5,1500
249500013,5,1212
100230064,5,402
422220080,5,3206
249500028,5,2210
248700035,5,2721
308500004,5,2356
204900004,5,1449
100190059,2,2621
422205810,5,4204
422216594,5,678
422202253,5,788
422203809,5,266
422205811,5,3682
100230064,5,269
318900005,1,1657
249500028,5,2199
318900005,5,358
422205163,4,2311
422214342,1,2237
365000017,5,3232
422216416,5,521
422211997,3,2473
422203617,4,2132
345800003,4,1457
308500018,5,2412
422205811,5,1377
308500004,5,2121
422216602,5,1835
205100137,4,132
200400004,5,644
204900004,5,223
422202253,2,4249
422201448,5,3258
308500037,5,2337
422217971,5,1157
365000014,5,4036
204900013,4,425
422205181,5,76
207500002,5,3292
256700011,5,2268
422205162,5,2357
422208973,5,147
100230059,5,778
205100136,5,123
308500009,5,2453
422211447,5,122
343700002,5,786
100230064,5,660
422211549,5,1180
308500015,5,2341
253900004,5,1204
100190183,5,3501
308500037,5,653
204100054,5,688
211300007,5,1530
422206035,5,1501
422211447,4,317
253900007,2,217
200400003,5,688
318900011,5,24
207300009,5,1729
422204884,5,1100
422206042,5,117
100230056,5,785
308500009,2,215
100190059,5,1499
204900056,5,1466
293500050,5,1108
422203145,5,2003
412800003,5,285
422218905,5,3577
211300002,5,1123
207500001,5,2581
422211447,5,256
100190059,2,1134
100220009,5,1737
223600026,5,3126
204100019,5,2499
422207423,4,51
422204259,4,149
422216594,5,759
422200152,5,1124
308500004,5,2319
249500028,5,2184
100230057,5,731
205100137,5,161
422205163,4,2433
100150058,3,2287
422208974,3,2955
249500013,5,1197
204100054,5,2338
422204259,5,197
422205163,5,2388
308500009,5,2345
422212871,5,3582
100220037,5,1713
204100019,5,2536
422203302,5,2154
422208974,5,410
205100137,5,34
308500013,4,1786
100230057,5,696
200400003,5,721
422207812,5,234
422205162,3,2088
253900006,5,632
100230056,5,800
422210784,4,1481
200400004,5,665
249500027,5,1864
248700054,5,2747
422204259,3,202
422207866,4,1155
211300002,5,1216
422206042,5,3657
422208807,5,299
223600048,5,3271
201600198,5,3931
422200236,5,1036
422207413,5,1982
422205162,5,2364
222600014,4,1621
308500015,5,654
223600026,5,1223
422208910,5,1152
100230064,5,816
422215665,5,2282
345800007,5,4238
100220009,5,3659
204900005,5,1280
200900037,4,1150
205100137,4,180
422209663,5,1398
422200236,5,1034
205100136,5,287
204900009,4,1276
422208807,2,112
422205151,5,242
422204906,4,595
308500037,5,1027
422207792,5,2925
422212331,4,1239
245500001,5,2252
422211446,1,2346
422206537,5,2384
422207283,5,2545
331300017,5,3968
253900004,5,1327
422206421,3,852
200400003,5,676
100240016,5,1805
422217029,5,165
245500002,5,2259
422208807,5,169
422206648,3,323
308500037,5,701
248700035,4,2118
100220035,5,618
422204906,5,1052
422211183,5,1056
100230056,5,786
422210980,5,477
205100137,4,244
422212871,5,3583
422211878,5,853
422208807,5,118
204100054,5,2343
422203146,4,618
422203809,2,2672
245500010,5,2267
201600198,4,1566
422211447,5,182
422211446,5,313
422202569,5,1678
422208974,5,403
100220009,5,3673
100150058,4,1075
422212892,5,189
422211447,5,332
422203807,2,2668
422205160,5,2437
253900004,5,1300
308500018,5,2316
365000012,5,2588
422204947,5,3815
422203145,5,2019
422207414,5,2217
422211447,5,286
422211447,5,326
100240016,5,1748
422211548,5,1516
422208807,5,334
422203510,5,3151
204900013,1,1959
422204259,5,182
249500028,5,2213
357100011,5,3145
422206537,5,2323
205100137,4,241
100230057,5,652
422203809,1,2679
204100054,5,702
422208807,5,129
422211489,5,3127
308500009,5,2389
308500037,5,176
100210020,5,2546
422205163,5,2371
308500018,5,48
200400004,5,764
422200002,5,3711
100240016,5,620
207500008,5,1051
365000017,5,61
248700035,5,2721
422203809,5,2147
318900011,3,1430
422216603,5,1284
422201504,5,1113
422210146,2,1773
100230057,5,754
365000012,4,545
204100023,5,2546
100190059,5,1495
100190059,5,1450
204000033,5,1362
204100019,5,2328
249500021,5,218
422205808,5,1377
422203145,5,1997
308500013,5,2392
308500037,5,399
422211446,4,179
422209663,5,1372
422208807,5,193
308500013,5,2341
422205163,5,2345
308500015,5,2375
422215666,4,2280
100230059,5,645
422205162,5,694
422202253,5,2450
249500019,5,2022
345800008,5,4238
100230057,4,404
422221873,5,821
100230056,5,803
204900159,4,1
207500007,5,2593
308500013,5,2323
243300007,5,2696
422207023,5,632
422208977,5,382
422204259,5,232
100240016,5,1482
422207423,5,1152
100230057,5,659
249500019,5,2077
308500009,5,2333
365000012,1,2489
422208977,4,416
201600019,5,3355
422217029,3,1408
327500002,5,1596
422211447,5,211
422204027,4,840
422202253,5,2354
422208977,5,424
100230056,5,659
422216416,5,541
422216594,5,683
249500007,5,1200
100210023,5,997
422205160,5,182
204900128,4,1492
422216487,5,3696
308500009,5,2343
232500022,3,2555
422201822,5,480
205100137,5,308
249500028,1,2062
308500004,5,691
422211446,5,337
207300009,5,1738
422204795,3,470
422218283,5,1410
422216487,5,3695
327500002,5,1632
223600010,5,3320
205100136,4,295
422208973,5,410
422216603,5,1287
422207810,5,3514
422203145,4,2078
422206648,5,292
422205162,5,2360
422203671,5,3401
249500019,2,1062
243300007,5,351
308500018,5,2352
205100136,5,341
422208910,5,1150
422207417,5,3836
248700035,4,1109
422203145,5,1983
256700002,5,2931
204100019,5,2364
100230059,5,695
308500015,5,2424
100230056,5,766
422207414,5,2205
207500007,5,561
223600010,5,3318
422216594,5,705
249500027,5,2060
365000015,5,1109
100230059,5,789
204900056,5,1457
345800001,5,1834
422204259,5,278
224100004,5,3803
308500013,5,2452
422217292,5,1207
422211549,5,1519
422202253,5,1034
422203776,4,2691
422212333,2,2287
422211447,5,254
422203302,5,2649
422215665,5,2281
249500028,5,1385
422210980,5,1017
100230059,5,814
308500015,5,2319
100190059,5,1443
100220037,3,343
422220469,5,1401
422211183,5,1059
100230057,1,1494
204900159,5,1499
204000059,5,168
201600141,5,380
422217292,5,1212
204900159,5,1446
100230056,5,649
422212892,5,3085
422211997,5,2484
422203807,5,1118
249500027,5,2050
100220037,5,204
422216603,4,1270
205100146,5,297
422202362,5,3155
318900002,5,243
422212330,5,2999
249500019,3,2056
100250033,5,2298
204100018,5,2542
422216990,5,838
422206537,5,2354
365000011,5,162
422211446,4,182
422211446,5,144
422208975,5,17
351700026,4,3403
422217970,5,1524
422213992,5,3777
204900004,5,1472
422209706,5,1949
422206537,5,2328
422209663,5,468
205100137,5,153
422208807,5,238
422201725,5,848
308500037,5,1031
422204388,5,2481
422203302,5,2640
422211447,5,365
205100136,4,365
422204259,5,370
422211276,4,2751
205100136,5,163
204100054,1,258
205100137,4,222
308500004,5,2443
249500007,5,1165
422202253,5,2346
422207413,5,2033
253900004,5,1333
422203671,5,3398
256700012,5,2978
422209717,5,2929
422211183,5,1074
204900004,5,1433
422206537,5,2518
422200306,5,1377
345800001,5,3168
422205162,5,2457
327500002,3,61
249500027,5,2003
256700017,5,2608
422207413,5,2012
204900010,5,1839
225200013,5,3607
422201700,4,1353
308500009,5,2395
422210954,5,3280
200400003,5,647
204100019,5,399
225200013,5,2684
422206648,5,217
422208807,4,367
422211447,5,231
422210980,5,1292
422205160,5,2447
308500037,5,2348
249500027,5,2010
422216594,5,711
422208183,5,2275
422205164,5,1018
422211446,5,270
377400001,5,635
422211447,4,253
422209719,5,1949
205100146,4,179
308500004,5,2438
223600034,5,1109
422216354,5,1815
422203776,5,269
308500013,5,2356
422206042,5,1075
422206537,5,182
249500013,3,508
308500004,5,805
200400003,5,698
100220010,5,3091
318900002,5,1206
422211489,5,3128
308500013,5,1219
248700035,5,2734
422203776,5,2682
422211446,5,358
399200001,3,2427
249500007,5,270
207300009,5,204
422205164,4,792
422203609,4,2123
422208807,4,219
225200015,5,2702
308500004,4,2444
200400003,5,714
422205160,5,2356
100230059,5,735
418800004,5,2777
422217029,5,1414
422211183,5,1083
100210015,5,4162
308500004,5,2348
224100009,5,1876
422209663,1,3428
422202580,5,2886
204100019,5,699
422205162,5,2385
308500018,5,2085
100220035,5,1783
100230056,5,817
422205164,5,2403
422205163,5,712
422203776,5,2659
422211447,1,2773
422208974,5,396
205100137,5,276
422200632,5,1427
225200015,5,3609
422206537,5,2342
308500018,5,2440
207500007,5,2592
100190059,4,1311
204100054,5,399
205100136,5,117
422211446,5,303
223600034,4,3331
422209443,4,3212
100150065,5,3010
100230069,5,2598
204100054,5,2384
422205346,5,734
422206648,5,204
249500007,4,1169
422209443,5,4214
100210023,5,1055
204100023,5,2548
204100019,5,2384
422209322,4,1154
422211447,3,1172
422204906,5,334
422210980,3,1480
422204167,5,1050
422206043,5,117
205100136,5,169
422205160,5,2453
206200037,4,4014
422206798,5,3582
422202151,5,4013
204900128,5,1353
422200342,5,1055
422200305,5,244
100230059,5,779
200400004,4,762
100220010,5,1734
422203301,5,2154
204100054,5,2394
422206648,5,182
308500015,5,2391
318900012,5,17
422211446,4,310
422202253,5,2394
204000033,3,368
422209663,5,577
204900056,5,1487
422204795,1,2587
422217292,5,1167
422205164,5,976
422203145,5,2023
422202253,2,3776
204100054,5,2529
200400004,4,792
224100004,5,1068
100750038,5,1408
422217029,5,1412
422212100,5,632
422202362,5,2171
245500009,5,2255
422204904,5,1077
100190059,5,529
422214148,5,2573
422207826,5,1372
343100029,5,86
422204777,3,852
308500009,5,2121
100230059,5,745
308500037,5,2377
422204576,4,1423
205100146,5,256
422203146,5,2213
422220606,5,1083
422202253,5,2387
422211446,5,191
422211548,5,1261
204100054,5,681
422203145,5,1992
100180148,5,2226
253900004,5,1335
422206537,5,443
308500004,5,2392
204900004,5,1490
245500001,5,324
422211183,5,1087
422205164,5,2121
422203506,5,3152
206400010,3,1685
308500013,5,2419
308500004,3,2401
245500010,4,2262
249500013,4,1162
100230057,5,817
422207283,5,2913
422200632,5,1421
422200236,5,509
422203145,3,2081
422205160,5,2405
205100136,5,369
422212097,5,3316
204100019,1,1065
422208807,5,336
200500283,5,2950
422216594,5,101
100230056,5,747
100240016,5,1771
422206648,5,356
248700076,5,1963
205100146,5,217
205100146,3,323
204900005,5,1284
422200306,5,1374
205100146,5,314
318900011,5,6
422211183,5,1080
422204795,5,973
422218629,4,1145
422206648,5,207
422208973,5,394
100230064,5,774
204900004,4,1451
422217292,5,1196
422203976,5,3363
308500037,5,2397
100230056,5,36
100230057,5,711
205100146,5,313
204100019,5,2340
308500013,5,2438
422211447,5,207
253900002,4,1109
422211241,5,1137
231100005,5,1351
207500001,5,2596
422206798,5,792
100230057,5,761
422211446,5,189
422202253,5,443
422202253,5,2375
422204259,5,189
249500027,5,2073
223600035,5,3119
422218283,5,1431
412800002,5,4025
100230056,5,811
245500002,5,2269
422203807,3,220
422219308,5,1809
422208807,5,235
293500050,5,1266
223600009,5,178
422208976,5,424
422203809,5,2697
200900037,5,1153
100230059,5,36
422205162,5,1035
204900056,5,1462
100230056,5,707
422200632,5,1416
422208807,5,172
422208977,5,408
249500027,1,2053
422211446,5,109
204100078,5,637
204900128,5,107
422211640,5,1232
422202253,5,2334
422204259,5,337
422214321,5,841
205100137,5,333
422205160,5,2420
345800001,5,3179
248700035,2,2442
205100136,5,299
100190059,5,223
422207423,4,1140
422205163,5,694
100220010,5,3648
204900159,4,1469
100230056,5,761
422202629,5,1636
249500019,5,2001
422216990,1,848
200400003,1,768
422201822,5,2850
422211446,5,292
204100019,5,2379
200400003,5,729
205100136,5,204
422202253,5,2410
204900013,5,510
249500019,4,1975
206400009,5,2243
422208977,5,387
100190059,5,914
205100146,5,282
249500027,5,2030
422203146,5,1877
100190059,5,1496
422208973,5,374
422201725,5,3629
422207417,5,3642
100210020,5,2545
422203776,4,79
249500027,5,2062
422203301,5,2648
205100137,5,146
422208807,4,225
422207414,5,521
422202253,5,399
308500018,5,680
422206648,5,357
204100054,5,2377
422207826,5,577
422209663,5,1403
422211446,5,232
422206648,5,203
308500015,5,698
248700076,5,2736
422203807,2,2669
308100018,5,1975
422205162,5,688
422203776,3,2581
422205152,5,3256
422208972,5,383
204100018,5,2539
422206648,5,34
308500004,5,788
318900011,5,4
100230064,4,797
249500027,5,2072
318900019,5,357
100230057,4,726
365000016,5,4041
422211446,4,180
422219308,5,1808
100230057,5,799
422208807,3,2198
422204795,5,38
422208807,4,364
201600198,5,3942
100220010,5,3662
308500015,5,683
204900010,5,1828
422215804,4,1162
205100136,4,128
204100054,5,2490
422203510,5,3152
365000017,1,1469
422208972,4,416
308500001,5,2867
100230059,5,644
204900004,5,1445
422205162,5,2361
422211501,5,1422
422220081,5,3206
422204259,5,300
223600009,4,325
204100054,5,805
422216416,5,561
422203809,5,242
365000015,4,162
100190059,5,1439
422203302,5,350
249500014,5,3133
204000059,5,2299
422204281,5,189
249500027,5,2032
422200632,3,792
308500037,5,2341
422204231,4,3236
422208975,5,373
422200305,5,1403
422202153,5,4013
253900004,3,1313
100220009,5,3665
223600009,5,3320
422211447,5,215
422203807,2,2666
422211447,4,361
422205160,3,341
249500027,1,2061
422209444,5,2077
422206648,3,362
308500015,5,494
422216594,5,34
422207795,5,2926
308500004,5,2398
422210980,4,1492
422210980,5,75
422214146,5,106
422205162,5,2450
100230057,5,567
100150067,5,3012
422212100,4,626
248700035,5,452
223600034,5,1333
201600198,5,3102
249500027,2,3128
422202362,4,812
100230069,5,2600
207500007,5,1492
422209322,5,1152
225200015,5,3611
422209720,5,1641
422216594,5,730
308500037,5,2314
422202253,5,182
249500013,5,1181
318900002,5,220
100750038,5,1287
422204777,5,3695
205100136,5,77
422211446,5,226
205100137,4,181
422205164,5,1027
422211489,5,3122
422208345,4,4043
422217292,5,1206
365000013,5,2795
207300009,5,3679
422206421,4,4045
422204910,3,1085
422206043,5,2461
422201504,2,1973
249500028,5,218
422211447,5,193
422209795,5,3405
206200037,4,805
422210784,4,1311
422200632,5,748
308500018,5,2327
422203776,5,1118
357100011,5,126
422207413,5,2023
422211447,5,203
422212361,5,3643
422208975,5,396
211300007,5,106
422204795,5,18
422200632,4,1420
422203807,1,2656
100220009,5,52
204100019,5,700
422201090,5,3508
422204259,4,167
204100018,1,1947
357100011,3,69
249500019,1,269
308500009,5,2387
422216602,5,1824
100230059,5,743
422207562,5,1112
204100019,5,2329
253900004,5,1346
422205163,5,2309
223600026,5,121
422208807,5,351
422216449,1,2261
422216603,5,1290
100230064,5,819
422204906,5,1064
253900004,5,1293
345800013,5,1750
204100019,5,2500
422222535,5,1243
422205164,5,2369
422208181,5,252
422208977,5,401
205100136,4,289
308500018,4,2433
422205164,5,2410
205100137,5,352
422205163,5,2464
422211446,5,148
200900037,4,1140
100210020,5,1579
422200632,5,1429
422201504,5,1107
422215804,5,1163
422205346,5,3607
205100137,5,230
249500013,5,1166
207500002,5,1051
422205162,5,672
249500013,5,1202
422217971,5,396
205100137,5,348
422207413,5,1184
422203145,1,2052
422206648,4,251
351700026,5,140
